passport,destination,type,days,confidence
BD,KM,visa-on-arrival,45,high
BD,KN,eta,90,high
BD,KP,visa-required,,high
BD,KR,visa-required,,disputed
BD,KW,visa-required,,high
BD,KZ,e-visa,,high
BD,LA,visa-required,,high
BD,LB,visa-required,,high
BD,LC,visa-required,,high
BD,LI,visa-required,,high
BD,LK,eta,30,disputed
BD,LR,visa-required,,disputed
BD,LS,visa-free,90,disputed
BD,LT,visa-required,,high
BD,LU,visa-required,,high
BD,LV,visa-required,,high
BD,LY,refused,,disputed
BD,MA,visa-required,,high
BD,MC,visa-required,,high
BD,MD,e-visa,,high
BD,ME,visa-required,,high
BD,MG,visa-on-arrival,90,high
BD,MH,visa-required,,high
BD,MK,visa-required,,high
BD,ML,visa-required,,high
BD,MM,e-visa,28,high
BD,MN,visa-required,,high
BD,MO,visa-required,,medium
BD,MR,e-visa,,high
BD,MT,visa-required,,high
BD,MU,visa-required,,high
BD,MV,visa-on-arrival,30,high
BD,MW,e-visa,90,high
BD,MX,visa-required,,high
BD,MY,e-visa,30,high
BD,MZ,e-visa,30,high
BD,NA,visa-required,,disputed
BD,NE,visa-required,,high
BD,NG,e-visa,90,high
BD,NI,visa-required,,high
BD,NL,visa-required,,high
BD,NO,visa-required,,high
BD,NP,visa-on-arrival,90,high
BD,NR,visa-required,,high
BD,NZ,visa-required,,high
BD,OM,visa-required,,disputed
BD,PA,visa-required,,high
BD,PE,visa-required,,high
BD,PG,e-visa,60,high
BD,PH,e-visa,30,disputed
BD,PK,e-visa,90,high
BD,PL,visa-required,,high
BD,PS,visa-required,,medium
BD,PT,visa-required,,high
BD,PW,visa-required,,high
BD,PY,visa-required,,high
BD,QA,e-visa,30,high
BD,RO,visa-required,,high
BD,RS,visa-required,,high
BD,RU,visa-required,,high
BD,RW,visa-free,30,high
BD,SA,visa-required,,high
BD,SB,visa-required,,high
BD,SC,visa-free,90,medium
BD,SD,refused,,disputed
BD,SE,visa-required,,high
BD,SG,e-visa,,high
BD,SI,visa-required,,high
BD,SK,visa-required,,high
BD,SL,visa-on-arrival,30,high
BD,SM,visa-required,,high
BD,SN,visa-required,,high
BD,SO,e-visa,30,high
BD,SR,e-visa,,high
BD,SS,e-visa,,high
BD,ST,e-visa,,high
BD,SV,visa-required,,disputed
BD,SY,e-visa,180,high
BD,SZ,visa-required,,high
BD,TD,visa-required,,disputed
BD,TG,e-visa,15,high
BD,TH,e-visa,,high
BD,TJ,e-visa,60,high
BD,TL,visa-on-arrival,30,high
BD,TM,visa-required,,high
BD,TN,e-visa,15,disputed
BD,TO,visa-required,,high
BD,TR,visa-required,,high
BD,TT,visa-free,,high
BD,TV,visa-on-arrival,30,high
BD,TW,visa-required,,medium
BD,TZ,e-visa,,high
BD,UA,visa-required,,high
BD,UG,e-visa,90,high
BD,US,visa-required,,high
BD,UY,visa-required,,high
BD,UZ,visa-required,,disputed
BD,VA,visa-required,,high
BD,VC,visa-free,90,high
BD,VE,e-visa,,disputed
BD,VN,e-visa,90,high
BD,VU,visa-free,30,high
BD,WS,visa-free,60,disputed
BD,XK,visa-required,,high
BD,YE,visa-required,,high
BD,ZA,visa-required,,high
BD,ZM,e-visa,90,high
BD,ZW,e-visa,90,high
BE,AD,visa-free,,high
BE,AE,visa-free,90,high
BE,AF,e-visa,30,disputed
BE,AG,visa-free,180,high
BE,AL,visa-free,90,high
BE,AM,visa-free,180,high
BE,AO,visa-free,30,high
BE,AR,visa-free,90,high
BE,AT,visa-free,,high
BE,AU,eta,,medium
BE,AZ,e-visa,30,high
BE,BA,visa-free,90,high
BE,BB,visa-free,90,high
BE,BD,visa-on-arrival,30,high
BE,BF,visa-on-arrival,30,disputed
BE,BG,visa-free,,high
BE,BH,visa-on-arrival,14,high
BE,BI,visa-on-arrival,30,high
BE,BJ,e-visa,30,high
BE,BN,visa-free,90,high
BE,BO,visa-free,90,high
BE,BR,visa-free,90,high
BE,BS,visa-free,240,high
BE,BT,e-visa,,high
BE,BW,visa-free,90,high
BE,BY,visa-free,30,high
BE,BZ,visa-free,,high
BE,CA,eta,180,high
BE,CD,e-visa,7,high
BE,CF,visa-required,,high
BE,CG,visa-required,,high
BE,CH,visa-free,,high
BE,CI,e-visa,,disputed
BE,CL,visa-free,90,high
BE,CM,e-visa,,high
BE,CN,visa-free,15,high
BE,CO,visa-free,90,high
BE,CR,visa-free,90,high
BE,CU,e-visa,90,high
BE,CV,visa-free,30,high
BE,CY,visa-free,,high
BE,CZ,visa-free,,high
BE,DE,visa-free,,high
BE,DJ,e-visa,90,disputed
BE,DK,visa-free,,high
BE,DM,visa-free,90,high
BE,DO,visa-free,90,high
BE,DZ,visa-required,,high
BE,EC,visa-free,90,high
BE,EE,visa-free,,high
BE,EG,visa-on-arrival,30,high
BE,ER,visa-required,,high
BE,ES,visa-free,,high
BE,ET,visa-on-arrival,90,high
BE,FI,visa-free,,high
BE,FJ,visa-free,120,high
BE,FM,visa-free,90,high
BE,FR,visa-free,,high
BE,GA,e-visa,90,high
BE,GB,eta,180,high
BE,GD,visa-free,90,high
BE,GE,visa-free,365,high
BE,GH,visa-required,,high
BE,GM,visa-free,90,high
BE,GN,e-visa,90,high
BE,GQ,e-visa,,high
BE,GR,visa-free,,high
BE,GT,visa-free,90,high
BE,GW,visa-on-arrival,,high
BE,GY,visa-free,90,high
BE,HK,visa-free,90,medium
BE,HN,visa-free,90,high
BE,HR,visa-free,,high
BE,HT,visa-free,90,high
BE,HU,visa-free,,high
BE,ID,visa-on-arrival,30,high
BE,IE,visa-free,,high
BE,IL,eta,90,high
BE,IN,e-visa,30,high
BE,IQ,e-visa,60,high
BE,IR,e-visa,30,disputed
BE,IS,visa-free,,high
BE,IT,visa-free,,high
BE,JM,visa-free,90,high
BE,JO,visa-on-arrival,30,high
BE,JP,visa-free,90,high
BE,KE,eta,90,high
BE,KG,visa-free,60,high
BE,KH,visa-on-arrival,30,high
BE,KI,visa-free,90,high
BE,KM,visa-on-arrival,45,high
BE,KN,eta,90,high
BE,KP,visa-required,,high
BE,KR,visa-free,90,medium
BE,KW,visa-on-arrival,90,high
BE,KZ,visa-free,30,high
BE,LA,visa-free,15,disputed
BE,LB,visa-on-arrival,30,high
BE,LC,visa-free,90,high
BE,LI,visa-free,,high
BE,LK,visa-on-arrival,60,high
BE,LR,visa-required,,high
BE,LS,visa-free,14,high
BE,LT,visa-free,,high
BE,LU,visa-free,,high
BE,LV,visa-free,,high
BE,LY,e-visa,,high
BE,MA,visa-free,90,high
BE,MC,visa-free,,high
BE,MD,visa-free,90,high
BE,ME,visa-free,90,high
BE,MG,visa-on-arrival,60,high
BE,MH,visa-free,90,high
BE,MK,visa-free,90,high
BE,ML,visa-required,,high
BE,MM,e-visa,28,high
BE,MN,visa-free,30,high
BE,MO,visa-free,90,medium
BE,MR,e-visa,,high
BE,MT,visa-free,,high
BE,MU,visa-free,180,high
BE,MV,visa-on-arrival,30,high
BE,MW,visa-on-arrival,30,disputed
BE,MX,visa-free,180,high
BE,MY,visa-free,90,high
BE,MZ,visa-free,30,high
BE,NA,visa-on-arrival,90,high
BE,NE,visa-required,,high
BE,NG,e-visa,30,high
BE,NI,visa-free,90,high
BE,NL,visa-free,,high
BE,NO,visa-free,,high
BE,NP,visa-on-arrival,90,high
BE,NR,visa-required,,high
BE,NZ,eta,,medium
BE,OM,visa-free,14,disputed
BE,PA,visa-free,90,high
BE,PE,visa-free,90,high
BE,PG,eta,,medium
BE,PH,visa-free,30,high
BE,PK,e-visa,90,high
BE,PL,visa-free,,high
BE,PS,visa-free,,medium
BE,PT,visa-free,,high
BE,PW,visa-free,90,high
BE,PY,visa-free,90,high
BE,QA,visa-free,90,disputed
BE,RO,visa-free,,high
BE,RS,visa-free,90,high
BE,RU,e-visa,16,high
BE,RW,visa-free,30,high
BE,SA,visa-on-arrival,90,high
BE,SB,visa-free,90,high
BE,SC,visa-free,90,high
BE,SD,visa-required,,high
BE,SE,visa-free,,high
BE,SG,visa-free,90,high
BE,SI,visa-free,,high
BE,SK,visa-free,,high
BE,SL,visa-on-arrival,30,high
BE,SM,visa-free,,high
BE,SN,visa-free,90,high
BE,SO,e-visa,,high
BE,SR,visa-free,90,high
BE,SS,e-visa,,high
BE,ST,visa-free,15,high
BE,SV,visa-free,90,high
BE,SY,e-visa,,high
BE,SZ,visa-free,30,high
BE,TD,e-visa,90,high
BE,TG,e-visa,15,high
BE,TH,visa-free,60,high
BE,TJ,visa-free,30,high
BE,TL,visa-free,90,high
BE,TM,visa-required,,high
BE,TN,visa-free,90,high
BE,TO,visa-free,90,high
BE,TR,visa-free,90,high
BE,TT,visa-free,90,high
BE,TV,visa-free,90,high
BE,TW,visa-free,90,medium
BE,TZ,visa-on-arrival,90,high
BE,UA,visa-free,90,high
BE,UG,e-visa,90,high
BE,US,visa-free,90,high
BE,UY,visa-free,90,high
BE,UZ,visa-free,30,high
BE,VA,visa-free,,high
BE,VC,visa-free,90,high
BE,VE,visa-free,90,high
BE,VN,visa-free,45,high
BE,VU,visa-free,90,high
BE,WS,visa-free,90,high
BE,XK,visa-free,90,medium
BE,YE,visa-required,,high
BE,ZA,visa-free,90,high
BE,ZM,visa-free,90,high
BE,ZW,visa-on-arrival,30,high
BF,AD,visa-required,,high
BF,AE,e-visa,,high
BF,AF,visa-required,,high
BF,AG,e-visa,,high
BF,AL,e-visa,,high
BF,AM,visa-required,,high
BF,AO,visa-required,,high
BF,AR,visa-required,,high
BF,AT,visa-required,,high
BF,AU,visa-required,,disputed
BF,AZ,visa-required,,high
BF,BA,visa-required,,high
BF,BB,visa-free,90,high
BF,BD,visa-free,90,high
BF,BE,visa-required,,high
BF,BG,visa-required,,high
BF,BH,e-visa,,high
BF,BI,e-visa,,disputed
BF,BJ,visa-free,90,high
BF,BN,visa-required,,high
BF,BO,visa-on-arrival,90,disputed
BF,BR,visa-required,,high
BF,BS,e-visa,,high
BF,BT,e-visa,90,high
BF,BW,e-visa,90,high
BF,BY,visa-required,,high
BF,BZ,visa-required,,high
BF,CA,visa-required,,high
BF,CD,e-visa,,high
BF,CF,visa-free,90,high
BF,CG,visa-on-arrival,,high
BF,CH,visa-required,,high
BF,CI,visa-free,90,high
BF,CL,visa-required,,high
BF,CM,e-visa,,high
BF,CN,visa-required,,high
BF,CO,e-visa,,high
BF,CR,visa-required,,high
BF,CU,e-visa,,high
BF,CV,visa-free,,high
BF,CY,visa-required,,high
BF,CZ,visa-required,,high
BF,DE,visa-required,,high
BF,DJ,e-visa,31,disputed
BF,DK,visa-required,,high
BF,DM,visa-free,21,high
BF,DO,visa-required,,high
BF,DZ,visa-required,,high
BF,EC,visa-free,90,high
BF,EE,visa-required,,high
BF,EG,visa-required,,high
BF,ER,visa-required,,high
BF,ES,visa-required,,high
BF,ET,visa-on-arrival,90,high
BF,FI,visa-required,,high
BF,FJ,visa-required,,high
BF,FM,visa-free,30,high
BF,FR,visa-required,,high
BF,GA,e-visa,,high
BF,GB,visa-required,,high
BF,GD,visa-required,,high
BF,GE,e-visa,,high
BF,GH,visa-free,90,high
BF,GM,visa-free,90,high
BF,GN,visa-free,,high
BF,GQ,e-visa,,high
BF,GR,visa-required,,high
BF,GT,visa-required,,high
BF,GW,visa-free,,high
BF,GY,visa-required,,disputed
BF,HK,visa-free,14,high
BF,HN,visa-required,,high
BF,HR,visa-required,,high
BF,HT,visa-free,90,high
BF,HU,visa-required,,high
BF,ID,visa-required,,disputed
BF,IE,visa-required,,high
BF,IL,visa-required,,disputed
BF,IN,visa-required,,high
BF,IQ,e-visa,,high
BF,IR,visa-on-arrival,30,high
BF,IS,visa-required,,high
BF,IT,visa-required,,high
BF,JM,visa-required,,high
BF,JO,visa-required,,high
BF,JP,visa-required,,high
BF,KE,eta,90,high
BF,KG,e-visa,,high
BF,KH,visa-on-arrival,30,high
BF,KI,visa-required,,high
BF,KM,visa-on-arrival,45,high
BF,KN,e-visa,,high
BF,KP,visa-required,,high
BF,KR,visa-required,,disputed
BF,KW,visa-required,,high
BF,KZ,e-visa,,high
BF,LA,visa-on-arrival,30,high
BF,LB,visa-required,,high
BF,LC,visa-on-arrival,,high
BF,LI,visa-required,,high
BF,LK,eta,30,disputed
BF,LR,visa-free,,high
BF,LS,e-visa,14,disputed
BF,LT,visa-required,,high
BF,LU,visa-required,,high
BF,LV,visa-required,,high
BF,LY,e-visa,,high
BF,MA,visa-free,90,high
BF,MC,visa-required,,high
BF,MD,e-visa,,high
BF,ME,visa-required,,high
BF,MG,visa-on-arrival,90,high
BF,MH,visa-required,,high
BF,MK,visa-required,,high
BF,ML,visa-free,,high
BF,MM,visa-required,,high
BF,MN,visa-required,,high
BF,MO,visa-on-arrival,,high
BF,MR,e-visa,,high
BF,MT,visa-required,,high
BF,MU,visa-on-arrival,60,high
BF,MV,visa-on-arrival,30,high
BF,MW,e-visa,90,high
BF,MX,visa-required,,high
BF,MY,e-visa,14,high
BF,MZ,visa-on-arrival,30,high
BF,NA,visa-on-arrival,90,high
BF,NE,visa-free,,high
BF,NG,visa-free,,high
BF,NI,visa-on-arrival,30,high
BF,NL,visa-required,,high
BF,NO,visa-required,,high
BF,NP,visa-on-arrival,90,high
BF,NR,visa-required,,high
BF,NZ,visa-required,,high
BF,OM,e-visa,,high
BF,PA,visa-required,,high
BF,PE,visa-required,,high
BF,PG,e-visa,,high
BF,PH,visa-free,30,high
BF,PK,e-visa,,high
BF,PL,visa-required,,high
BF,PS,visa-free,,disputed
BF,PT,visa-required,,high
BF,PW,visa-on-arrival,30,high
BF,PY,visa-required,,high
BF,QA,e-visa,,high
BF,RO,visa-required,,high
BF,RS,visa-required,,high
BF,RU,visa-required,,high
BF,RW,visa-free,30,high
BF,SA,visa-required,,disputed
BF,SB,visa-required,,high
BF,SC,visa-free,90,medium
BF,SD,visa-required,,high
BF,SE,visa-required,,high
BF,SG,visa-free,30,high
BF,SI,visa-required,,high
BF,SK,visa-required,,high
BF,SL,visa-free,,high
BF,SM,visa-required,,high
BF,SN,visa-free,90,high
BF,SO,e-visa,30,high
BF,SR,e-visa,,disputed
BF,SS,e-visa,,high
BF,ST,e-visa,,high
BF,SV,e-visa,,high
BF,SY,e-visa,,high
BF,SZ,visa-required,,high
BF,TD,visa-free,90,high
BF,TG,visa-free,,high
BF,TH,e-visa,,high
BF,TJ,e-visa,,high
BF,TL,visa-on-arrival,30,high
BF,TM,visa-required,,high
BF,TN,visa-free,90,high
BF,TO,visa-required,,high
BF,TR,visa-required,,high
BF,TT,visa-required,,high
BF,TV,visa-on-arrival,30,high
BF,TW,visa-required,,disputed
BF,TZ,visa-on-arrival,,disputed
BF,UA,visa-required,,high
BF,UG,visa-on-arrival,,disputed
BF,US,visa-required,,high
BF,UY,visa-required,,high
BF,UZ,visa-required,,high
BF,VA,visa-required,,high
BF,VC,visa-free,30,high
BF,VE,visa-required,,high
BF,VN,e-visa,90,high
BF,VU,visa-required,,disputed
BF,WS,visa-on-arrival,60,high
BF,XK,visa-required,,high
BF,YE,visa-required,,high
BF,ZA,visa-required,,high
BF,ZM,e-visa,90,high
BF,ZW,e-visa,90,high
BG,AD,visa-free,,high
BG,AE,visa-free,90,high
BG,AF,e-visa,30,disputed
BG,AG,visa-free,90,high
BG,AL,visa-free,90,high
BG,AM,visa-free,180,high
BG,AO,visa-free,30,high
BG,AR,visa-free,90,high
BG,AT,freedom-of-movement,,high
BG,AU,visa-free,90,high
BG,AZ,e-visa,30,high
BG,BA,visa-free,90,high
BG,BB,visa-free,90,high
BG,BD,visa-on-arrival,30,high
BG,BE,freedom-of-movement,,high
BG,BF,e-visa,90,high
BG,BH,visa-on-arrival,14,high
BG,BI,visa-on-arrival,30,high
BG,BJ,e-visa,90,high
BG,BN,visa-free,90,high
BG,BO,visa-free,90,high
BG,BR,visa-free,90,high
BG,BS,visa-free,90,high
BG,BT,e-visa,,high
BG,BW,visa-free,90,high
BG,BY,visa-free,10,high
BG,BZ,visa-free,,high
BG,CA,eta,180,high
BG,CD,e-visa,7,high
BG,CF,visa-required,,high
BG,CG,visa-required,,high
BG,CH,freedom-of-movement,,high
BG,CI,e-visa,90,disputed
BG,CL,visa-free,90,high
BG,CM,e-visa,,high
BG,CN,visa-free,30,high
BG,CO,visa-free,180,high
BG,CR,visa-free,90,high
BG,CU,e-visa,90,high
BG,CV,visa-free,30,high
BG,CY,freedom-of-movement,,high
BG,CZ,freedom-of-movement,,high
BG,DE,freedom-of-movement,,high
BG,DJ,visa-on-arrival,30,high
BG,DK,freedom-of-movement,,high
BG,DM,visa-free,90,high
BG,DO,visa-free,90,high
BG,DZ,visa-required,,high
BG,EC,visa-free,90,high
BG,EE,freedom-of-movement,,high
BG,EG,visa-on-arrival,30,high
BG,ER,visa-required,,high
BG,ES,freedom-of-movement,,high
BG,ET,visa-on-arrival,90,high
BG,FI,freedom-of-movement,,high
BG,FJ,visa-free,120,high
BG,FM,visa-free,90,high
BG,FR,freedom-of-movement,,high
BG,GA,e-visa,90,high
BG,GB,eta,180,high
BG,GD,visa-free,90,high
BG,GE,visa-free,365,high
BG,GH,visa-required,,high
BG,GM,visa-free,90,high
BG,GN,e-visa,90,high
BG,GQ,e-visa,,high
BG,GR,freedom-of-movement,,high
BG,GT,visa-free,90,high
BG,GW,visa-on-arrival,90,high
BG,GY,e-visa,30,high
BG,HK,visa-free,90,high
BG,HN,visa-free,90,high
BG,HR,freedom-of-movement,,high
BG,HT,visa-free,90,high
BG,HU,freedom-of-movement,,high
BG,ID,visa-on-arrival,30,high
BG,IE,freedom-of-movement,,high
BG,IL,eta,90,high
BG,IN,e-visa,60,high
BG,IQ,e-visa,60,high
BG,IR,visa-free,,disputed
BG,IS,freedom-of-movement,,high
BG,IT,freedom-of-movement,,high
BG,JM,visa-on-arrival,,high
BG,JO,visa-on-arrival,30,high
BG,JP,visa-free,90,high
BG,KE,eta,90,high
BG,KG,visa-free,60,high
BG,KH,visa-on-arrival,30,high
BG,KI,visa-free,90,high
BG,KM,visa-on-arrival,,high
BG,KN,eta,90,high
BG,KP,visa-required,,high
BG,KR,visa-free,90,high
BG,KW,visa-on-arrival,90,high
BG,KZ,visa-free,30,high
BG,LA,visa-on-arrival,30,high
BG,LB,visa-on-arrival,30,high
BG,LC,visa-free,90,high
BG,LI,freedom-of-movement,,high
BG,LK,eta,30,disputed
BG,LR,e-visa,90,high
BG,LS,visa-free,14,high
BG,LT,freedom-of-movement,,high
BG,LU,freedom-of-movement,,high
BG,LV,freedom-of-movement,,high
BG,LY,e-visa,30,high
BG,MA,visa-free,90,high
BG,MC,visa-free,,high
BG,MD,visa-free,90,high
BG,ME,visa-free,90,high
BG,MG,visa-on-arrival,60,high
BG,MH,visa-free,90,high
BG,MK,visa-free,90,high
BG,ML,visa-required,,high
BG,MM,e-visa,28,high
BG,MN,visa-free,30,high
BG,MO,visa-free,90,high
BG,MR,e-visa,30,high
BG,MT,freedom-of-movement,,high
BG,MU,visa-free,90,high
BG,MV,visa-on-arrival,30,high
BG,MW,visa-on-arrival,90,high
BG,MX,visa-free,180,high
BG,MY,visa-free,90,high
BG,MZ,visa-on-arrival,30,high
BG,NA,visa-on-arrival,90,high
BG,NE,visa-required,,high
BG,NG,e-visa,90,high
BG,NI,visa-free,90,high
BG,NL,visa-free,90,high
BG,NO,freedom-of-movement,,high
BG,NP,visa-on-arrival,90,high
BG,NR,visa-required,,high
BG,NZ,visa-free,90,high
BG,OM,visa-free,14,disputed
BG,PA,visa-free,180,high
BG,PE,visa-free,90,high
BG,PG,e-visa,60,disputed
BG,PH,visa-free,30,high
BG,PK,e-visa,90,high
BG,PL,freedom-of-movement,,high
BG,PS,visa-free,,high
BG,PT,freedom-of-movement,,high
BG,PW,visa-free,90,high
BG,PY,visa-free,90,high
BG,QA,visa-free,90,disputed
BG,RO,freedom-of-movement,,high
BG,RS,visa-free,90,high
BG,RU,e-visa,30,high
BG,RW,visa-free,30,high
BG,SA,visa-on-arrival,90,high
BG,SB,visa-free,90,high
BG,SC,eta,90,high
BG,SD,visa-required,,high
BG,SE,freedom-of-movement,,high
BG,SG,visa-free,90,high
BG,SI,freedom-of-movement,,high
BG,SK,freedom-of-movement,,high
BG,SL,visa-on-arrival,30,high
BG,SM,visa-free,,high
BG,SN,visa-free,90,high
BG,SO,e-visa,30,high
BG,SR,visa-free,90,high
BG,SS,e-visa,180,high
BG,ST,visa-free,15,high
BG,SV,visa-free,180,high
BG,SY,visa-on-arrival,30,disputed
BG,SZ,visa-free,30,high
BG,TD,e-visa,90,high
BG,TG,e-visa,15,high
BG,TH,visa-free,60,high
BG,TJ,visa-free,30,high
BG,TL,visa-free,90,high
BG,TM,visa-required,,high
BG,TN,visa-free,60,high
BG,TO,visa-free,90,high
BG,TR,visa-free,90,high
BG,TT,visa-free,90,high
BG,TV,visa-free,90,high
BG,TW,visa-free,90,high
BG,TZ,visa-on-arrival,90,high
BG,UA,visa-free,90,high
BG,UG,e-visa,,high
BG,US,visa-required,,high
BG,UY,visa-free,90,high
BG,UZ,visa-free,30,high
BG,VA,visa-free,,high
BG,VC,visa-free,90,high
BG,VE,visa-free,90,high
BG,VN,visa-free,30,high
BG,VU,visa-free,90,high
BG,WS,visa-free,90,high
BG,XK,visa-free,90,high
BG,YE,visa-required,,high
BG,ZA,visa-free,90,high
BG,ZM,visa-free,90,high
BG,ZW,visa-on-arrival,30,high
BH,AD,visa-required,,high
BH,AE,visa-free,,high
BH,AF,e-visa,,disputed
BH,AG,e-visa,,high
BH,AL,e-visa,,high
BH,AM,visa-free,120,high
BH,AO,e-visa,,disputed
BH,AR,visa-required,,high
BH,AT,visa-required,,high
BH,AU,visa-required,,disputed
BH,AZ,visa-free,30,disputed
BH,BA,visa-required,,high
BH,BB,visa-free,90,high
BH,BD,visa-on-arrival,30,high
BH,BE,visa-required,,high
BH,BF,e-visa,,high
BH,BG,visa-required,,high
BH,BI,visa-on-arrival,30,high
BH,BJ,e-visa,30,high
BH,BN,visa-on-arrival,30,high
BH,BO,visa-on-arrival,90,disputed
BH,BR,visa-required,,high
BH,BS,visa-free,90,high
BH,BT,e-visa,90,high
BH,BW,visa-free,90,high
BH,BY,visa-free,10,high
BH,BZ,visa-required,,high
BH,CA,visa-required,,high
BH,CD,e-visa,7,high
BH,CF,visa-required,,high
BH,CG,visa-required,,high
BH,CH,visa-required,,high
BH,CI,e-visa,,disputed
BH,CL,visa-required,,high
BH,CM,e-visa,,high
BH,CN,visa-free,14,high
BH,CO,e-visa,90,high
BH,CR,visa-required,,high
BH,CU,e-visa,30,high
BH,CV,visa-on-arrival,5,high
BH,CY,visa-required,,high
BH,CZ,visa-required,,high
BH,DE,visa-required,,high
BH,DJ,e-visa,31,disputed
BH,DK,visa-required,,high
BH,DM,visa-free,21,high
BH,DO,visa-free,30,high
BH,DZ,visa-required,,high
BH,EC,visa-free,90,high
BH,EE,visa-required,,high
BH,EG,visa-free,180,high
BH,ER,visa-required,,high
BH,ES,visa-required,,high
BH,ET,e-visa,90,disputed
BH,FI,visa-required,,high
BH,FJ,visa-required,,high
BH,FM,visa-free,30,high
BH,FR,visa-required,,high
BH,GA,e-visa,,high
BH,GB,eta,180,high
BH,GD,visa-required,,high
BH,GE,visa-free,365,high
BH,GH,visa-required,,high
BH,GM,visa-required,,high
BH,GN,e-visa,,high
BH,GQ,e-visa,,high
BH,GR,visa-required,,high
BH,GT,visa-free,90,high
BH,GW,visa-on-arrival,90,high
BH,GY,visa-required,,disputed
BH,HK,visa-free,30,high
BH,HN,visa-free,90,high
BH,HR,visa-required,,high
BH,HT,visa-free,90,high
BH,HU,visa-required,,high
BH,ID,visa-on-arrival,30,high
BH,IE,visa-required,,high
BH,IL,visa-required,,disputed
BH,IN,e-visa,30,high
BH,IQ,visa-on-arrival,,high
BH,IR,visa-free,15,high
BH,IS,visa-required,,high
BH,IT,visa-required,,high
BH,JM,visa-required,,high
BH,JO,visa-free,90,high
BH,JP,visa-required,,high
BH,KE,eta,90,high
BH,KG,visa-free,60,high
BH,KH,visa-on-arrival,30,high
BH,KI,visa-required,,high
BH,KM,visa-on-arrival,45,high
BH,KN,eta,90,high
BH,KP,visa-required,,high
BH,KR,eta,30,high
BH,KW,visa-free,,high
BH,KZ,visa-free,30,high
BH,LA,visa-on-arrival,30,high
BH,LB,visa-free,180,high
BH,LC,visa-required,,high
BH,LI,visa-required,,high
BH,LK,eta,30,disputed
BH,LR,visa-required,,disputed
BH,LS,e-visa,,disputed
BH,LT,visa-required,,high
BH,LU,visa-required,,high
BH,LV,visa-required,,high
BH,LY,e-visa,,high
BH,MA,visa-free,90,high
BH,MC,visa-required,,high
BH,MD,visa-required,,disputed
BH,ME,visa-required,,disputed
BH,MG,visa-on-arrival,90,high
BH,MH,visa-required,,high
BH,MK,visa-required,,high
BH,ML,visa-required,,high
BH,MM,visa-required,,high
BH,MN,visa-required,,high
BH,MO,visa-on-arrival,30,disputed
BH,MR,e-visa,,high
BH,MT,visa-required,,high
BH,MU,visa-free,90,high
BH,MV,visa-on-arrival,30,high
BH,MW,visa-on-arrival,,high
BH,MX,visa-required,,high
BH,MY,visa-free,90,high
BH,MZ,visa-on-arrival,30,high
BH,NA,e-visa,,high
BH,NE,visa-required,,high
BH,NG,e-visa,,high
BH,NI,visa-free,90,high
BH,NL,visa-required,,high
BH,NO,visa-required,,high
BH,NP,visa-on-arrival,90,high
BH,NR,visa-required,,high
BH,NZ,eta,,medium
BH,OM,visa-free,,high
BH,PA,visa-required,,high
BH,PE,visa-required,,high
BH,PG,e-visa,,high
BH,PH,visa-free,30,high
BH,PK,visa-free,90,high
BH,PL,visa-required,,high
BH,PS,visa-free,,high
BH,PT,visa-required,,high
BH,PW,visa-on-arrival,30,high
BH,PY,visa-required,,high
BH,QA,visa-free,,high
BH,RO,visa-required,,high
BH,RS,visa-free,90,high
BH,RU,e-visa,30,high
BH,RW,visa-on-arrival,30,high
BH,SA,visa-free,,high
BH,SB,visa-required,,high
BH,SC,visa-free,90,medium
BH,SD,visa-required,,high
BH,SE,visa-required,,high
BH,SG,visa-free,30,high
BH,SI,visa-required,,high
BH,SK,visa-required,,high
BH,SL,e-visa,,disputed
BH,SM,visa-required,,high
BH,SN,visa-on-arrival,90,high
BH,SO,e-visa,,high
BH,SR,e-visa,,disputed
BH,SS,e-visa,,high
BH,ST,e-visa,,high
BH,SV,visa-free,90,high
BH,SY,e-visa,,disputed
BH,SZ,visa-required,,high
BH,TD,visa-required,,disputed
BH,TG,e-visa,15,high
BH,TH,visa-free,60,high
BH,TJ,e-visa,45,disputed
BH,TL,visa-on-arrival,30,high
BH,TM,visa-required,,high
BH,TN,visa-free,90,high
BH,TO,visa-required,,high
BH,TR,visa-free,90,high
BH,TT,e-visa,,disputed
BH,TV,visa-on-arrival,30,high
BH,TW,e-visa,,medium
BH,TZ,visa-on-arrival,90,high
BH,UA,visa-free,90,high
BH,UG,e-visa,,high
BH,US,visa-required,,high
BH,UY,visa-required,,high
BH,UZ,visa-free,30,high
BH,VA,visa-required,,high
BH,VC,visa-free,30,high
BH,VE,visa-required,,high
BH,VN,e-visa,90,high
BH,VU,visa-free,30,high
BH,WS,visa-free,60,disputed
BH,XK,visa-free,15,high
BH,YE,visa-on-arrival,90,high
BH,ZA,visa-required,,high
BH,ZM,visa-free,90,high
BH,ZW,visa-on-arrival,90,high
BI,AD,visa-required,,high
BI,AE,e-visa,,high
BI,AF,visa-required,,high
BI,AG,e-visa,,high
BI,AL,e-visa,,high
BI,AM,visa-required,,high
BI,AO,visa-required,,high
BI,AR,visa-required,,high
BI,AT,visa-required,,high
BI,AU,e-visa,,medium
BI,AZ,visa-required,,high
BI,BA,visa-required,,high
BI,BB,visa-free,90,high
BI,BD,visa-on-arrival,30,high
BI,BE,visa-required,,high
